
01:48:01.000193,1555.00,-258.00,-4398.00
01:48:01.014109,526.00,-1.00,-1167.00
01:48:01.017938,526.00,-1.00,-1167.00
01:48:01.021615,526.00,-1.00,-1167.00
01:48:01.025280,526.00,-1.00,-1167.00
01:48:01.028931,526.00,-1.00,-1167.00
01:48:01.032552,526.00,-1.00,-1167.00
01:48:01.036313,526.00,-1.00,-1167.00
01:48:01.039986,526.00,-1.00,-1167.00
01:48:01.043667,526.00,-1.00,-1167.00
01:48:01.047314,526.00,-1.00,-1167.00
01:48:01.050980,526.00,-1.00,-1167.00
01:48:01.054721,526.00,-1.00,-1167.00
01:48:01.058398,526.00,-1.00,-1167.00
01:48:01.062064,526.00,-1.00,-1167.00
01:48:01.065780,526.00,-1.00,-1167.00
01:48:01.069570,526.00,-1.00,-1167.00
01:48:01.073127,526.00,-1.00,-1167.00
01:48:01.078355,526.00,-1.00,-1167.00
01:48:01.081795,526.00,-1.00,-1167.00
01:48:01.085129,526.00,-1.00,-1167.00
01:48:01.091919,526.00,-1.00,-1167.00
01:48:01.097526,526.00,-1.00,-1167.00
01:48:01.100854,526.00,-1.00,-1151.00
01:48:01.104130,527.00,-1.00,-1151.00
01:48:01.107328,527.00,-1.00,-1151.00
01:48:01.110515,527.00,-1.00,-1151.00
01:48:01.113714,527.00,-1.00,-1151.00
01:48:01.117484,527.00,-1.00,-1151.00
01:48:01.120802,527.00,-1.00,-1151.00
01:48:01.124074,527.00,-1.00,-1151.00
01:48:01.127271,527.00,-1.00,-1151.00
01:48:01.130569,527.00,-1.00,-1151.00
01:48:01.133809,527.00,-1.00,-1151.00
01:48:01.137087,527.00,-1.00,-1151.00
01:48:01.140335,527.00,-1.00,-1151.00
01:48:01.143597,527.00,-1.00,-1151.00
01:48:01.146846,527.00,-1.00,-1151.00
01:48:01.150105,527.00,-1.00,-1151.00
01:48:01.153348,527.00,-1.00,-1151.00
01:48:01.156678,527.00,-1.00,-1151.00
01:48:01.159929,527.00,-1.00,-1151.00
01:48:01.163181,527.00,-1.00,-1151.00
01:48:01.166513,527.00,-1.00,-1151.00
01:48:01.169773,527.00,-1.00,-1151.00
01:48:01.173024,527.00,-1.00,-1151.00
01:48:01.176286,527.00,-1.00,-1151.00
01:48:01.179524,527.00,-1.00,-1151.00
01:48:01.182900,527.00,-1.00,-1151.00
01:48:01.186179,527.00,-1.00,-1151.00
01:48:01.189429,527.00,-1.00,-1151.00
01:48:01.192669,527.00,-1.00,-1151.00
01:48:01.196436,527.00,-1.00,-1151.00
01:48:01.199719,527.00,-1.00,-1151.00
01:48:01.203026,534.00,-1.00,-1140.00
01:48:01.206316,534.00,-1.00,-1140.00
01:48:01.209577,534.00,-1.00,-1140.00
01:48:01.212830,534.00,-1.00,-1140.00
01:48:01.216096,534.00,-1.00,-1140.00
01:48:01.219737,534.00,-1.00,-1140.00
01:48:01.223039,534.00,-1.00,-1140.00
01:48:01.226315,534.00,-1.00,-1140.00
01:48:01.229566,534.00,-1.00,-1140.00
01:48:01.232824,534.00,-1.00,-1140.00
01:48:01.236101,534.00,-1.00,-1140.00
01:48:01.239355,534.00,-1.00,-1140.00
01:48:01.242603,534.00,-1.00,-1140.00
01:48:01.245856,534.00,-1.00,-1140.00
01:48:01.249130,534.00,-1.00,-1140.00
01:48:01.252381,534.00,-1.00,-1140.00
01:48:01.255615,534.00,-1.00,-1140.00
01:48:01.258813,534.00,-1.00,-1140.00
01:48:01.261994,534.00,-1.00,-1140.00
01:48:01.265228,534.00,-1.00,-1140.00
01:48:01.268482,534.00,-1.00,-1140.00
01:48:01.271710,534.00,-1.00,-1140.00
01:48:01.275198,534.00,-1.00,-1140.00
01:48:01.278455,534.00,-1.00,-1140.00
01:48:01.281722,534.00,-1.00,-1140.00
01:48:01.284997,534.00,-1.00,-1140.00
01:48:01.288255,534.00,-1.00,-1140.00
01:48:01.291515,534.00,-1.00,-1140.00
01:48:01.294786,534.00,-1.00,-1140.00
01:48:01.298050,534.00,-1.00,-1140.00
01:48:01.301313,534.00,-1.00,-1148.00
01:48:01.304586,544.00,-1.00,-1148.00
01:48:01.307847,544.00,-1.00,-1148.00
01:48:01.311087,544.00,-1.00,-1148.00
01:48:01.314353,544.00,-1.00,-1148.00
01:48:01.317961,544.00,-1.00,-1148.00
01:48:01.321270,544.00,-1.00,-1148.00
01:48:01.324529,544.00,-1.00,-1148.00
01:48:01.327715,544.00,-1.00,-1148.00
01:48:01.330906,544.00,-1.00,-1148.00
01:48:01.334140,544.00,-1.00,-1148.00
01:48:01.337398,544.00,-1.00,-1148.00
01:48:01.340646,544.00,-1.00,-1148.00
01:48:01.343903,544.00,-1.00,-1148.00
01:48:01.347130,544.00,-1.00,-1148.00
01:48:01.350374,544.00,-1.00,-1148.00
01:48:01.353642,544.00,-1.00,-1148.00
01:48:01.356889,544.00,-1.00,-1148.00
01:48:01.360125,544.00,-1.00,-1148.00
01:48:01.363365,544.00,-1.00,-1148.00
01:48:01.366691,544.00,-1.00,-1148.00
01:48:01.369943,544.00,-1.00,-1148.00
01:48:01.373192,544.00,-1.00,-1148.00
01:48:01.376521,544.00,-1.00,-1148.00
01:48:01.379979,544.00,-1.00,-1148.00
01:48:01.383257,544.00,-1.00,-1148.00
01:48:01.386589,544.00,-1.00,-1148.00
01:48:01.389840,544.00,-1.00,-1148.00
01:48:01.393090,544.00,-1.00,-1148.00
01:48:01.396554,544.00,-1.00,-1148.00
01:48:01.399831,544.00,-1.00,-1138.00
