
0.00001, 1
0.00042, 1
0.00087, 1
0.00131, 1
0.00174, 1
0.00208, 1
0.00252, 1
0.00290, 1
0.00330, 1
0.00368, 1
0.00405, 1
0.00446, 1
0.00496, 1
0.00537, 1
0.00582, 1
0.00625, 1
0.00665, 1
0.00711, 1
0.00751, 1
0.00792, 1
0.00834, 1
0.00873, 1
0.00912, 1
0.00945, 1
0.00977, 1
0.01009, 1
0.01041, 1
0.01073, 1
0.01104, 1
0.01137, 1
0.01168, 1
0.01200, 1
0.01232, 1
0.01263, 1
0.01295, 1
0.01329, 1
0.01361, 1
0.01394, 1
0.01427, 1
0.01459, 1
0.01491, 1
0.01524, 1
0.01555, 1
0.01587, 1
0.01619, 1
0.01651, 1
0.01683, 1
0.01715, 1
0.01747, 1
0.01778, 1
0.01810, 1
0.01842, 1
0.01874, 1
0.01905, 1
0.01937, 1
0.01969, 1
0.02001, 1
0.02033, 1
0.02064, 1
0.02096, 1
0.02128, 1
0.02160, 1
0.02191, 1
0.02223, 1
0.02255, 1
0.02286, 1
0.02318, 1
0.02350, 1
0.02382, 1
0.02413, 1
0.02445, 1
0.02477, 1
0.02508, 1
0.02540, 1
0.02572, 1
0.02603, 1
0.02635, 1
0.02667, 1
0.02698, 1
0.02730, 1
0.02762, 1
0.02793, 1
0.02825, 1
0.02857, 1
0.02889, 1
0.02920, 1
0.02952, 1
0.02984, 1
0.03015, 1
0.03047, 1
0.03080, 1
0.03111, 1
0.03143, 1
0.03175, 1
0.03207, 1
0.03238, 1
0.03270, 1
0.03302, 1
0.03333, 1
0.03365, 1
0.03397, 1
0.03428, 1
0.03460, 1
0.03492, 1
0.03524, 1
0.03555, 1
0.03587, 1
0.03619, 1
0.03650, 1
0.03682, 1
0.03714, 1
0.03745, 1
0.03777, 1
0.03809, 1
0.03841, 1
0.03872, 1
0.03904, 1
0.03936, 1
0.03967, 1
0.03999, 1
0.04031, 1
0.04062, 1
0.04094, 1
0.04126, 1
0.04158, 1
0.04189, 1
0.04221, 1
0.04253, 1
0.04285, 1
0.04316, 1
0.04348, 1
0.04380, 1
0.04411, 1
0.04443, 1
0.04475, 1
0.04506, 1
0.04538, 1
0.04570, 1
0.04602, 1
0.04633, 1
0.04665, 1
0.04697, 1
0.04728, 1
0.04760, 1
0.04792, 1
0.04823, 1
0.04855, 1
0.04887, 1
0.04918, 1
0.04950, 1
0.04982, 1
0.05014, 1
0.05045, 1
0.05082, 1
0.05114, 1
0.05146, 1
0.05178, 1
0.05210, 1
0.05242, 1
0.05274, 1
0.05306, 1
0.05338, 1
0.05370, 1
0.05403, 1
0.05435, 1
0.05467, 1
0.05499, 1
0.05531, 1
0.05563, 1
0.05595, 1
0.05627, 1
0.05659, 1
0.05691, 1
0.05723, 1
0.05755, 1
0.05787, 1
0.05819, 1
0.05851, 1
0.05883, 1
0.05915, 1
0.05947, 1
0.05979, 1
0.06011, 1
0.06043, 1
0.06078, 1
0.06110, 1
0.06142, 1
0.06174, 1
0.06206, 1
0.06238, 1
0.06271, 1
0.06302, 1
0.06335, 1
0.06367, 1
0.06399, 1
0.06431, 1
0.06463, 1
0.06495, 1
0.06527, 1
0.06559, 1
0.06591, 1
0.06623, 1
0.06655, 1
0.06687, 1
0.06719, 1
0.06751, 1
0.06783, 1
0.06815, 1
0.06847, 1
0.06879, 1
0.06911, 1
0.06943, 1
0.06975, 1
0.07007, 1
