secs,time, cad, hr, km, kph, watts, alt, lon, lat, slope, temp, lrbalance
831,311,74,172,3.12342,43.8588,88,101,144.403,-37.8907,-8.88E-17,22,45
832,312,74,172,3.13553,43.47,93,101,144.403,-37.8908,-8.88E-17,22,45
833,313,75,172,3.14773,44.37,92,101,144.403,-37.8909,-8.88E-17,22,44
834,314,76,172,3.15956,44.2872,88,101,144.403,-37.891,-8.88E-17,22,44
835,315,76,172,3.17143,44.1648,90,101,144.403,-37.8911,-8.88E-17,22,42
836,316,77,172,3.18385,44.2476,90,101,144.403,-37.8913,-8.88E-17,22,42
837,317,77,172,3.19599,44.2872,78,101,144.403,-37.8914,-8.88E-17,22,41
838,318,77,172,3.20915,44.9064,78,101,144.403,-37.8915,-8.88E-17,22,41
839,319,77,172,3.2213,44.3844,60,101,144.403,-37.8916,-8.88E-17,22,45
840,320,77,172,3.23392,44.3844,54,101,144.403,-37.8917,-8.88E-17,22,40
841,321,78,172,3.24721,45.7488,61,101,144.403,-37.8918,-8.88E-17,22,39
842,322,78,172,3.26011,45.774,71,101,144.403,-37.8919,-8.88E-17,22,37
843,323,78,172,3.27264,45.4284,87,101,144.403,-37.8921,-8.88E-17,22,36
844,324,78,172,3.2853,44.9712,92,101,144.403,-37.8922,-8.88E-17,22,44
845,325,78,172,3.29875,45.3132,86,101,144.403,-37.8923,-8.88E-17,22,45
846,326,78,172,3.31144,44.9964,86,101,144.403,-37.8924,-8.88E-17,22,45
847,327,78,173,3.32412,45.0036,86,101,144.403,-37.8925,-8.88E-17,22,45
848,328,79,172,3.33627,44.2188,102,101,144.403,-37.8926,-8.88E-17,22,43
849,329,79,172,3.3485,45.1908,93,101,144.403,-37.8927,-8.88E-17,22,43
850,330,80,173,3.36189,45.7344,95,101,144.403,-37.8928,-8.88E-17,22,42
851,331,81,173,3.37441,45.8136,95,101,144.403,-37.8929,-8.88E-17,22,42
852,332,81,173,3.38644,45.8604,112,101,144.404,-37.893,-8.88E-17,22,42
853,333,80,174,3.39936,45.9864,101,101,144.404,-37.8932,-8.88E-17,22,45
854,334,80,174,3.41236,46.5012,101,101,144.404,-37.8933,-8.88E-17,22,45
855,335,80,174,3.42511,46.5516,100,101,144.404,-37.8934,-8.88E-17,22,45
856,336,80,174,3.43864,47.0124,110,101,144.404,-37.8935,-8.88E-17,22,44
857,337,81,175,3.45166,47.1348,124,101,144.404,-37.8936,-8.88E-17,22,45
858,338,81,175,3.46471,46.7028,123,101,144.404,-37.8937,-8.88E-17,22,45
859,339,82,175,3.47846,47.2536,109,101,144.404,-37.8938,-8.88E-17,22,45
860,340,82,175,3.49082,47.232,118,101,144.404,-37.8939,-8.88E-17,22,45
861,341,81,176,3.50397,47.2428,123,101,144.404,-37.8939,-8.88E-17,22,43
862,342,81,176,3.5163,45.9036,123,101,144.404,-37.894,-8.88E-17,22,43
863,343,80,176,3.52947,46.5084,105,101,144.404,-37.8941,-8.88E-17,22,42
864,344,81,177,3.54182,45.8748,118,101,144.405,-37.8942,-8.88E-17,22,41
865,345,81,177,3.55492,47.0664,145,101,144.405,-37.8943,-8.88E-17,22,43
866,346,81,177,3.56753,47.0592,147,101,144.405,-37.8943,-8.88E-17,22,41
867,347,81,177,3.58103,47.2032,127,101,144.405,-37.8944,-8.88E-17,22,42
868,348,82,177,3.59395,47.2932,121,101,144.405,-37.8945,-8.88E-17,22,42
869,349,82,177,3.60754,48.0852,118,101,144.405,-37.8946,-8.88E-17,22,45
870,350,82,178,3.62093,48.1824,98,101,144.405,-37.8946,-8.88E-17,22,45
871,351,82,178,3.63424,47.5524,86,101,144.405,-37.8947,-8.88E-17,22,43
872,352,82,178,3.64704,47.0448,96,101,144.406,-37.8948,-8.88E-17,22,43
873,353,82,178,3.65986,47.6892,100,101,144.406,-37.8948,-8.88E-17,22,42
874,354,82,178,3.67284,47.79,88,101,144.406,-37.8949,-8.88E-17,22,43
875,355,82,178,3.68569,48.3012,88,101,144.406,-37.8949,-8.88E-17,22,44
876,356,82,178,3.69861,47.9376,104,101,144.406,-37.8949,-8.88E-17,22,44
877,357,82,178,3.7113,47.3004,111,101,144.406,-37.895,-8.88E-17,22,43
878,358,82,178,3.72458,47.2932,105,101,144.406,-37.895,-8.88E-17,22,42
879,359,82,178,3.73635,46.692,101,101,144.406,-37.8951,-8.88E-17,22,45
880,360,82,178,3.74926,46.0476,123,101,144.407,-37.8951,-8.88E-17,22,44
881,361,82,178,3.76259,46.404,123,101,144.407,-37.8951,-8.88E-17,22,44
882,362,82,178,3.7754,47.07,132,101,144.407,-37.8951,-8.88E-17,22,45
883,363,82,178,3.78909,47.1024,154,101,144.407,-37.8952,-8.88E-17,22,43
884,364,82,178,3.80183,47.6748,155,101,144.407,-37.8952,-8.88E-17,22,45
885,365,82,178,3.81576,48.348,120,101,144.407,-37.8952,-8.88E-17,22,46
886,366,82,178,3.82853,47.8368,106,101,144.407,-37.8952,-8.88E-17,22,47
887,367,82,179,3.84175,47.7036,103,101,144.408,-37.8952,-8.88E-17,22,42
888,368,82,179,3.85606,48.1752,106,101,144.408,-37.8952,-8.88E-17,22,42
889,369,82,179,3.86865,47.3292,99,101,144.408,-37.8952,-8.88E-17,22,41
890,370,82,180,3.88125,47.214,85,101,144.408,-37.8952,-8.88E-17,22,40
891,371,82,180,3.89423,46.1268,82,101,144.408,-37.8952,-8.88E-17,22,44
892,372,82,180,3.90779,46.2312,114,101,144.408,-37.8952,-8.88E-17,22,43
893,373,82,180,3.92098,46.1628,182,101,144.409,-37.8952,-8.88E-17,22,47
894,374,82,180,3.93402,46.5444,219,101,144.409,-37.8951,-8.88E-17,22,42
895,375,82,180,3.94758,47.4228,202,101,144.409,-37.8951,-8.88E-17,22,46
896,376,82,181,3.96112,47.4408,181,101,144.409,-37.8951,-8.88E-17,22,43
897,377,83,181,3.97486,48.186,179,101,144.409,-37.8951,-8.88E-17,22,44
898,378,83,181,3.98824,48.132,239,101,144.409,-37.895,-8.88E-17,22,45
899,379,84,181,4.0016,48.0708,241,101,144.409,-37.895,-8.88E-17,22,46
900,380,84,182,4.01563,47.9952,160,101,144.41,-37.8949,-8.88E-17,22,44
901,381,85,181,4.02948,48.438,160,101,144.41,-37.8949,-8.88E-17,22,44
902,382,85,182,4.04271,49.212,127,101,144.41,-37.8948,-8.88E-17,22,43
903,383,85,182,4.05583,48.2508,134,101,144.41,-37.8948,-8.88E-17,22,45
904,384,85,182,4.06928,48.5748,139,101,144.41,-37.8947,-8.88E-17,22,43
905,385,86,182,4.08796,49.3452,131,101,144.41,-37.8946,-8.88E-17,22,41
906,386,86,182,4.10175,49.8276,103,101,144.41,-37.8945,-8.88E-17,22,39
907,387,86,182,4.11578,50.1408,143,101,144.411,-37.8945,-8.88E-17,22,40
908,388,86,182,4.12942,49.4316,149,101,144.411,-37.8944,-8.88E-17,22,39
909,389,86,182,4.14255,49.2984,113,101,144.411,-37.8943,-8.88E-17,22,41
910,390,87,182,4.15661,49.3056,99,101,144.411,-37.8942,-8.88E-17,22,43
911,391,86,182,4.1696,48.546,84,101,144.411,-37.8941,-8.88E-17,22,38
912,392,86,182,4.18321,48.4092,87,100.6,144.411,-37.8941,-0.293902,22,40
913,393,86,182,4.19588,47.5308,102,100.2,144.411,-37.894,-0.609608,22,40
914,394,86,182,4.20811,47.5308,118,99.8,144.411,-37.8939,-0.936673,22,41
915,395,86,182,4.22141,48.276,118,99.4,144.411,-37.8938,-1.23742,22,41
916,396,86,182,4.23729,49.0536,111,99,144.411,-37.8937,-1.48931,22,43
917,397,86,181,4.24984,49.0536,104,99,144.412,-37.8936,-1.48931,22,43
918,398,86,181,4.26346,50.058,111,99,144.412,-37.8935,-1.48931,22,42
919,399,86,181,4.27719,49.9536,115,99,144.412,-37.8934,-1.48931,22,43
920,400,86,181,4.29096,49.5216,100,99,144.412,-37.8933,-1.48931,22,43
921,401,86,181,4.30601,49.1796,125,99,144.412,-37.8931,-1.48931,22,44
922,402,85,182,4.31843,49.1796,153,99,144.412,-37.893,-1.19541,22,43
923,403,85,182,4.33247,47.4336,193,99,144.412,-37.8929,-0.879706,22,46
924,404,85,182,4.34588,47.9268,193,99,144.412,-37.8928,-0.552641,22,46
925,405,85,182,4.35967,48.8952,303,99,144.412,-37.8927,-0.251889,22,47
926,406,85,183,4.3727,48.7872,283,99,144.412,-37.8926,-1.33E-16,22,49
927,407,85,183,4.38583,48.204,294,99,144.412,-37.8925,-1.33E-16,22,48
928,408,86,183,4.39911,48.0816,272,99,144.412,-37.8923,-1.33E-16,22,47
929,409,86,184,4.41216,47.5524,230,99,144.412,-37.8922,-1.33E-16,22,47
930,410,86,184,4.4243,47.5524,213,99,144.412,-37.8921,-1.33E-16,22,46
931,411,86,184,4.43792,48.2184,206,99,144.412,-37.892,-1.33E-16,22,48
932,412,85,185,4.45245,49.068,281,99,144.412,-37.8919,-1.33E-16,22,47
933,413,84,185,4.46585,49.0788,313,99,144.412,-37.8917,-1.33E-16,22,50
934,414,80,185,4.47946,48.6144,271,99,144.412,-37.8916,-1.33E-16,22,49
935,415,77,186,4.49513,49.536,271,99,144.412,-37.8915,-1.33E-16,22,49
936,416,75,186,4.50757,49.536,318,99,144.412,-37.8914,-1.33E-16,22,48
937,417,75,186,4.52131,49.59,335,99,144.412,-37.8913,-1.33E-16,22,48
938,418,77,186,4.53528,49.2552,335,99,144.412,-37.8911,-1.33E-16,22,48
939,419,76,186,4.5494,50.1264,226,99,144.412,-37.891,-1.33E-16,22,48
940,420,76,187,4.56348,50.0832,204,99,144.413,-37.8909,-1.33E-16,22,46
941,421,76,187,4.57932,49.9644,270,99,144.413,-37.8907,-1.33E-16,22,46
942,422,77,187,4.59184,49.9644,368,99,144.413,-37.8906,-1.33E-16,22,45
943,423,77,187,4.60581,50.6196,340,99,144.413,-37.8905,-1.33E-16,22,47
944,424,77,187,4.6197,49.4964,251,99,144.413,-37.8904,-1.33E-16,22,47
945,425,78,188,4.63425,50.9616,209,99,144.413,-37.8903,-1.33E-16,22,47
946,426,77,187,4.64865,50.8716,198,99,144.413,-37.8901,-1.33E-16,22,49
947,427,77,188,4.66302,50.832,229,99,144.413,-37.89,-1.33E-16,22,47
948,428,78,188,4.67729,50.4792,317,99,144.413,-37.8899,-1.33E-16,22,48
949,429,78,187,4.69219,51.39,388,99,144.413,-37.8897,-1.33E-16,22,45
950,430,78,188,4.70661,51.4728,388,99,144.413,-37.8896,-1.33E-16,22,45
951,431,78,188,4.72072,51.4836,374,99,144.413,-37.8895,-1.33E-16,22,48
952,432,78,187,4.73497,51.0552,367,99,144.413,-37.8894,-1.33E-16,22,48
953,433,80,188,4.74902,50.5692,302,99,144.413,-37.8892,-1.33E-16,22,45
954,434,80,189,4.76345,51.4116,234,99,144.413,-37.8891,-1.33E-16,22,45
955,435,80,189,4.77883,53.2332,273,99,144.413,-37.889,-1.33E-16,22,46
956,436,80,189,4.79323,52.722,324,99,144.413,-37.8888,-1.33E-16,22,46
957,437,81,189,4.80797,53.3664,324,99,144.413,-37.8887,-1.33E-16,22,47
958,438,82,190,4.8234,54.378,333,99,144.413,-37.8886,-1.33E-16,22,46
959,439,82,190,4.8381,53.6472,340,99,144.413,-37.8884,-1.33E-16,22,47
960,440,82,190,4.85308,53.3268,331,99,144.413,-37.8883,-1.33E-16,22,48
961,441,82,190,4.86668,51.6096,305,99,144.413,-37.8882,-1.33E-16,22,48
962,442,82,190,4.88181,51.75,280,99,144.413,-37.888,-1.33E-16,22,47
963,443,82,190,4.89731,53.4168,268,99,144.413,-37.8879,-1.33E-16,22,47
964,444,82,190,4.91243,53.4384,268,99,144.413,-37.8878,-1.33E-16,22,47
965,445,82,191,4.92778,53.3376,322,99,144.413,-37.8876,-1.33E-16,22,45
966,446,83,190,4.94306,54.4284,356,99,144.413,-37.8875,-1.33E-16,22,44
967,447,83,190,4.95826,54.4428,356,99,144.413,-37.8874,-1.33E-16,22,44
968,448,83,191,4.97411,55.0116,363,99,144.413,-37.8872,-1.33E-16,22,47
969,449,84,190,4.98944,55.1484,336,99,144.413,-37.8871,-1.33E-16,22,47
970,450,84,190,5.00513,55.4112,296,99,144.413,-37.8869,-1.33E-16,22,49
971,451,85,190,5.02117,55.4112,267,99,144.413,-37.8868,-1.33E-16,22,49
972,452,85,191,5.03634,55.2852,267,99,144.413,-37.8867,-1.33E-16,22,49
973,453,85,190,5.05208,56.16,233,99,144.413,-37.8865,-1.33E-16,22,46
974,454,85,190,5.06784,56.2248,277,99,144.413,-37.8864,-1.33E-16,22,45
975,455,86,191,5.08326,56.0916,277,99,144.413,-37.8863,-1.33E-16,22,45
976,456,86,191,5.09894,55.3356,290,99.4,144.413,-37.8861,0.255102,22,46
977,457,86,191,5.11406,54.6624,242,99.8,144.413,-37.886,0.519652,22,45
978,458,86,190,5.12941,54.5508,166,100.2,144.413,-37.8858,0.780239,22,46
979,459,86,190,5.14532,55.044,98,100.2,144.413,-37.8857,0.780239,22,39
980,460,86,190,5.16126,55.4292,45,100.6,144.413,-37.8856,1.03118,22,42
981,461,85,190,5.17651,55.1016,0,101,144.414,-37.8854,1.29347,22,42
982,462,84,190,5.19223,55.0656,0,101,144.414,-37.8853,1.29347,22,42
983,463,82,189,5.20749,54.2808,0,101,144.414,-37.8851,1.29347,22,42
984,464,63,188,5.22272,54.198,0,101,144.414,-37.885,1.29347,22,42
985,465,0,187,5.23726,53.2548,0,101,144.414,-37.8849,1.29347,22,42
986,466,0,186,5.25224,53.1792,0,101,144.414,-37.8847,1.03837,22,42
987,467,0,185,5.2663,52.722,0,101,144.414,-37.8846,0.773822,22,42
988,468,0,183,5.28253,50.724,0,101,144.414,-37.8845,0.513236,22,42
989,469,0,183,5.29507,50.724,0,101,144.414,-37.8844,0.513236,22,42
990,470,0,182,5.30902,50.7348,0,101,144.414,-37.8842,0.262295,22,42
991,471,0,181,5.32292,49.7376,0,101,144.414,-37.8841,-1.33E-16,22,42
992,472,18,180,5.33815,48.1824,53,101,144.414,-37.884,-1.33E-16,22,45
993,473,73,180,5.35063,45.8424,71,101,144.414,-37.8839,-1.33E-16,22,43
994,474,74,179,5.36355,46.6668,89,101,144.414,-37.8837,-1.33E-16,22,46
995,475,74,179,5.37681,47.322,105,101,144.414,-37.8836,-1.33E-16,22,45
996,476,73,178,5.38971,47.2716,112,101,144.414,-37.8835,-1.33E-16,22,45
997,477,73,177,5.40271,47.412,112,101,144.414,-37.8834,-1.33E-16,22,45
998,478,73,177,5.41579,47.4336,96,101,144.414,-37.8833,-1.33E-16,22,47
999,479,73,176,5.42873,47.3832,100,101,144.414,-37.8832,-1.33E-16,22,47
1000,480,72,176,5.4416,46.8936,102,101,144.414,-37.8831,-1.33E-16,22,46
1001,481,72,175,5.45465,46.944,95,101,144.414,-37.8829,-1.33E-16,22,48
1002,482,72,175,5.4674,46.9584,85,101,144.414,-37.8828,-1.33E-16,22,46
1003,483,74,175,5.48024,46.656,75,101,144.414,-37.8827,-1.33E-16,22,44
1004,484,76,174,5.49214,46.656,75,101,144.414,-37.8826,-1.33E-16,22,44
1005,485,78,174,5.50499,45.3168,73,101,144.414,-37.8825,-1.33E-16,22,43
1006,486,81,174,5.51803,45.2412,78,101,144.414,-37.8824,-1.33E-16,22,43
1007,487,80,174,5.531,45.2304,77,101,144.414,-37.8822,-1.33E-16,22,44
1008,488,80,174,5.54234,45.2304,77,100.6,144.414,-37.8821,-0.352734,22,44
1009,489,80,174,5.55497,45.2736,71,100.2,144.414,-37.882,-0.66944,22,44
1010,490,80,174,5.56805,45.342,70,99.8,144.414,-37.8819,-0.97525,22,44
1011,491,80,174,5.57994,44.3448,74,99.2,144.414,-37.8818,-1.47988,22,44
1012,492,78,174,5.59374,44.3592,77,98.8,144.414,-37.8817,-1.76973,22,43
1013,493,78,174,5.60607,44.802,86,98.8,144.414,-37.8816,-1.76973,22,44
1014,494,78,174,5.61829,44.0208,86,98.8,144.414,-37.8815,-1.76973,22,44
1015,495,78,174,5.62959,44.0208,86,98.8,144.414,-37.8814,-1.76973,22,44
1016,496,78,174,5.64305,44.2548,91,98.8,144.414,-37.8812,-1.76973,22,44
1017,497,78,174,5.65591,45.3096,96,98.8,144.414,-37.8811,-1.76973,22,44
1018,498,78,174,5.66889,45.8172,86,98.8,144.414,-37.881,-1.417,22,44
1019,499,77,174,5.68167,45.792,83,98.8,144.414,-37.8809,-1.10029,22,43
1020,500,77,174,5.69425,45.7884,86,98.8,144.414,-37.8808,-0.794481,22,44
1021,501,77,174,5.70652,45.2556,86,98.8,144.414,-37.8807,-0.289855,22,44
1022,502,77,174,5.71879,44.7732,93,98.8,144.414,-37.8806,-2.66E-16,22,44
1023,503,77,174,5.73119,44.7228,89,98.8,144.414,-37.8805,-2.66E-16,22,44
1024,504,77,173,5.74358,44.8128,85,98.8,144.414,-37.8803,-2.66E-16,22,45
1025,505,76,173,5.75588,44.8992,85,98.8,144.414,-37.8802,-2.66E-16,22,46
1026,506,76,173,5.76739,43.6464,67,98.8,144.414,-37.8801,-2.66E-16,22,46
1027,507,76,173,5.77917,43.128,35,98.8,144.414,-37.88,-2.66E-16,22,48
1028,508,73,173,5.79167,42.7824,67,98.8,144.414,-37.8799,-2.66E-16,22,45
1029,509,69,173,5.80391,42.7068,84,98.8,144.414,-37.8798,-2.66E-16,22,46
1030,510,68,173,5.81614,42.1056,92,98.8,144.414,-37.8797,-2.66E-16,22,45
1031,511,71,173,5.828,42.4476,100,98.8,144.414,-37.8796,-2.66E-16,22,45
1032,512,73,173,5.84039,42.516,104,98.8,144.414,-37.8795,-2.66E-16,22,45
1033,513,72,174,5.85253,42.426,111,98.8,144.413,-37.8794,-2.66E-16,22,45
1034,514,72,173,5.86477,42.3324,111,98.8,144.413,-37.8793,-2.66E-16,22,45
1035,515,72,173,5.87675,41.7528,120,98.8,144.413,-37.8792,-2.66E-16,22,45
1036,516,72,172,5.88867,41.616,113,98.8,144.413,-37.8791,-2.66E-16,22,45
1037,517,73,172,5.90037,41.2992,113,98.8,144.413,-37.8791,-2.66E-16,22,45
1038,518,75,172,5.91194,41.2308,104,98.8,144.413,-37.879,-2.66E-16,22,44
1039,519,78,172,5.92255,40.4172,99,98.8,144.413,-37.8789,-2.66E-16,22,43
1040,520,78,172,5.93288,39.636,111,98.8,144.413,-37.8788,-2.66E-16,22,44
1041,521,79,171,5.9434,39.7692,106,98.8,144.413,-37.8788,-2.66E-16,22,46
1042,522,78,171,5.95409,39.7296,106,98.8,144.413,-37.8787,-2.66E-16,22,46
1043,523,78,171,5.96502,39.4344,104,98.8,144.413,-37.8786,-2.66E-16,22,45
1044,524,78,171,5.9756,38.9448,112,98.8,144.413,-37.8786,-2.66E-16,22,44
1045,525,77,171,5.98641,38.8404,126,98.8,144.412,-37.8785,-2.66E-16,22,43
1046,526,77,171,5.99695,39.132,124,98.8,144.412,-37.8784,-2.66E-16,22,44
1047,527,77,171,6.00711,38.2104,123,98.8,144.412,-37.8784,-2.66E-16,22,44
1048,528,77,171,6.01722,37.9044,112,98.8,144.412,-37.8783,-2.66E-16,22,46
1049,529,77,171,6.02838,38.3112,109,98.8,144.412,-37.8783,-2.66E-16,22,45
1050,530,77,170,6.03918,38.3292,109,98.8,144.412,-37.8782,-2.66E-16,22,45
1051,531,77,170,6.04973,38.448,118,98.8,144.412,-37.8782,-2.66E-16,22,46
1052,532,76,170,6.06075,38.8044,127,98.8,144.412,-37.8781,-2.66E-16,22,43
1053,533,76,170,6.07166,38.664,133,98.8,144.412,-37.8781,-2.66E-16,22,44
1054,534,75,169,6.08244,38.0412,136,98.8,144.412,-37.878,-2.66E-16,22,44
1055,535,74,169,6.09286,37.2816,131,98.8,144.411,-37.878,-2.66E-16,22,44
1056,536,74,169,6.10339,37.7784,129,98.8,144.411,-37.878,-2.66E-16,22,45
1057,537,74,168,6.11392,37.7748,133,98.8,144.411,-37.8779,-2.66E-16,22,46
1058,538,74,168,6.12464,37.9152,134,98.8,144.411,-37.8779,-2.66E-16,22,46
1059,539,74,167,6.13492,37.332,129,98.8,144.411,-37.8778,-2.66E-16,22,46
1060,540,74,167,6.1457,37.3968,129,98.8,144.411,-37.8778,-2.66E-16,22,45
1061,541,74,167,6.15602,37.0548,129,98.8,144.411,-37.8778,-2.66E-16,22,45
1062,542,74,167,6.166,36.3816,124,98.8,144.411,-37.8778,-2.66E-16,22,44
1063,543,74,167,6.17603,36.018,124,98.8,144.411,-37.8778,-2.66E-16,22,44
1064,544,74,167,6.18698,36.5292,127,98.8,144.41,-37.8777,-2.66E-16,22,44
1065,545,74,167,6.19859,37.8612,132,98.8,144.41,-37.8777,-2.66E-16,22,44
1066,546,73,168,6.20911,37.7352,138,98.8,144.41,-37.8777,-2.66E-16,22,44
1067,547,73,168,6.21922,37.6524,135,98.8,144.41,-37.8777,-2.66E-16,22,45
1068,548,72,168,6.2294,37.6092,119,98.8,144.41,-37.8777,-2.66E-16,22,45
1069,549,72,167,6.23989,36.8064,120,98.8,144.41,-37.8777,-2.66E-16,22,45
1070,550,73,167,6.2509,36.846,123,98.8,144.41,-37.8777,-2.66E-16,22,45
1071,551,73,168,6.26173,36.7776,131,98.8,144.41,-37.8777,-2.66E-16,22,46
1072,552,72,167,6.27251,36.342,126,98.8,144.409,-37.8777,-2.66E-16,22,46
1073,553,72,167,6.28306,36.4356,127,98.8,144.409,-37.8777,-2.66E-16,22,47
1074,554,72,167,6.29387,36.8568,123,98.8,144.409,-37.8777,-2.66E-16,22,46
1075,555,71,167,6.30445,36.8784,120,98.8,144.409,-37.8777,-2.66E-16,22,45
1076,556,71,167,6.31518,37.0188,131,98.8,144.409,-37.8777,-2.66E-16,22,44
1077,557,71,167,6.32651,37.1592,134,98.8,144.409,-37.8777,-2.66E-16,22,44
1078,558,71,167,6.33699,37.026,127,98.8,144.409,-37.8778,-2.66E-16,22,44
1079,559,71,168,6.34796,36.9576,126,98.8,144.409,-37.8778,-2.66E-16,22,45
1080,560,70,168,6.35941,37.602,116,98.8,144.409,-37.8778,-2.66E-16,22,46
1081,561,70,168,6.36982,36.594,105,98.8,144.408,-37.8778,-2.66E-16,22,46
1082,562,70,167,6.3793,36.594,116,98.8,144.408,-37.8778,-2.66E-16,22,44
1083,563,70,167,6.38941,35.9784,120,98.8,144.408,-37.8779,-2.66E-16,22,43
1084,564,70,167,6.40239,35.928,110,98.8,144.408,-37.8779,-2.66E-16,22,44
1085,565,70,167,6.41151,35.928,112,98.8,144.408,-37.878,-2.66E-16,22,44
1086,566,70,166,6.42333,35.6292,122,98.8,144.408,-37.878,-2.66E-16,22,44
1087,567,70,167,6.43368,35.6832,134,98.8,144.408,-37.878,-2.66E-16,22,43
1088,568,69,166,6.44383,35.568,138,98.8,144.408,-37.8781,-2.66E-16,22,46
1089,569,69,166,6.45351,35.1036,130,98.8,144.408,-37.8781,-2.66E-16,22,47
1090,570,68,166,6.46376,34.3152,129,98.8,144.407,-37.8782,-2.66E-16,22,47
1091,571,68,166,6.47408,34.344,123,98.8,144.407,-37.8782,-2.66E-16,22,47
1092,572,68,166,6.48385,34.8804,114,98.8,144.407,-37.8782,-2.66E-16,22,47
1093,573,68,166,6.49321,34.7544,113,98.8,144.407,-37.8783,-2.66E-16,22,47
1094,574,68,165,6.50348,35.4384,107,98.8,144.407,-37.8783,-2.66E-16,22,46
1095,575,67,165,6.51342,34.4232,107,98.8,144.407,-37.8784,-2.66E-16,22,43
1096,576,67,165,6.52203,34.4232,113,98.8,144.407,-37.8784,-2.66E-16,22,43
1097,577,67,164,6.53421,34.4916,128,98.8,144.407,-37.8785,-2.66E-16,22,44
1098,578,67,164,6.54289,34.4916,131,98.8,144.407,-37.8786,-2.66E-16,22,46
1099,579,67,164,6.55403,34.2972,124,98.8,144.407,-37.8786,-2.66E-16,22,47
1100,580,67,163,6.56306,34.2972,122,98.8,144.406,-37.8787,-2.66E-16,22,46
1101,581,67,163,6.57389,34.8156,125,98.8,144.406,-37.8787,-2.66E-16,22,45
1102,582,67,163,6.58263,34.8156,118,98.8,144.406,-37.8788,-2.66E-16,22,46
1103,583,67,162,6.59378,35.0028,122,98.8,144.406,-37.8789,-2.66E-16,22,45
1104,584,67,162,6.60368,35.8668,127,98.8,144.406,-37.8789,-2.66E-16,22,45
1105,585,67,162,6.61376,35.946,123,98.8,144.406,-37.879,-2.66E-16,22,46
1106,586,67,162,6.62416,36.0324,129,98.8,144.406,-37.8791,-2.66E-16,22,46
1107,587,67,162,6.63484,36.1116,128,98.8,144.406,-37.8792,-2.66E-16,22,46
1108,588,67,161,6.64511,36.144,119,98.8,144.406,-37.8792,-2.66E-16,22,47
1109,589,67,161,6.65537,36.2052,114,98.8,144.406,-37.8793,-2.66E-16,22,47
1110,590,67,161,6.66514,36.306,130,98.8,144.406,-37.8794,-2.66E-16,22,46
1111,591,67,161,6.67477,36.306,152,98.8,144.406,-37.8795,-2.66E-16,22,46
1112,592,67,161,6.68476,36.27,163,98.8,144.406,-37.8795,-2.66E-16,22,49
1113,593,67,160,6.69415,35.5536,157,98.8,144.406,-37.8796,-2.66E-16,22,49
1114,594,67,160,6.70274,34.5384,140,98.8,144.406,-37.8797,-2.66E-16,22,48
1115,595,67,160,6.71204,35.2404,128,98.8,144.405,-37.8798,-2.66E-16,22,47
1116,596,67,160,6.722,35.8092,128,98.8,144.405,-37.8798,-2.66E-16,22,47
1117,597,67,160,6.73249,35.9172,126,98.8,144.405,-37.8799,-2.66E-16,22,46
1118,598,67,160,6.74334,36.3096,120,98.8,144.405,-37.88,-2.66E-16,22,46
1119,599,67,160,6.75339,35.406,118,98.8,144.405,-37.8801,-2.66E-16,22,47
1120,600,66,160,6.76345,35.2908,126,98.8,144.405,-37.8802,-2.66E-16,22,48
1121,601,65,160,6.77371,35.3952,136,98.8,144.405,-37.8803,-2.66E-16,22,49
1122,602,64,159,6.78314,35.532,128,98.8,144.405,-37.8803,-2.66E-16,22,48
1123,603,63,159,6.79202,34.848,126,98.8,144.405,-37.8804,-2.66E-16,22,47
1124,604,64,159,6.80108,33.6744,136,98.8,144.405,-37.8805,-2.66E-16,22,45
1125,605,63,159,6.81014,32.7312,144,98.8,144.405,-37.8806,-2.66E-16,22,45
1126,606,62,159,6.81852,32.8176,127,98.8,144.405,-37.8806,-2.66E-16,22,45
1127,607,63,159,6.82684,32.7816,117,98.8,144.405,-37.8807,-2.66E-16,22,44
1128,608,70,159,6.83533,32.8608,118,98.8,144.405,-37.8808,-2.66E-16,22,44
1129,609,76,159,6.84293,32.8104,107,98.8,144.405,-37.8809,-2.66E-16,22,46
1130,610,77,160,6.85122,32.8104,117,98.8,144.405,-37.8809,-2.66E-16,22,47
1131,611,77,160,6.86019,32.706,122,98.8,144.405,-37.881,-2.66E-16,22,48
1132,612,76,160,6.8691,32.634,114,98.8,144.405,-37.8811,-2.66E-16,22,48
1133,613,75,160,6.87792,32.2056,136,98.8,144.405,-37.8812,-2.66E-16,22,48
1134,614,74,161,6.88674,32.2416,152,98.8,144.405,-37.8813,-2.66E-16,22,46
1135,615,74,161,6.89527,31.3452,151,98.8,144.405,-37.8813,-2.66E-16,22,47
1136,616,74,161,6.90391,31.4496,150,98.8,144.405,-37.8814,-2.66E-16,22,47
1137,617,74,161,6.91237,31.1256,140,98.8,144.405,-37.8815,-2.66E-16,22,45
1138,618,74,162,6.92077,30.7836,142,98.8,144.405,-37.8816,-2.66E-16,22,47
1139,619,74,162,6.92938,30.7836,147,98.8,144.405,-37.8816,-2.66E-16,22,47
1140,620,74,163,6.93783,31.1904,158,98.8,144.405,-37.8817,-2.66E-16,22,47
1141,621,74,163,6.94603,31.1652,160,98.8,144.405,-37.8818,-2.66E-16,22,49
1142,622,73,163,6.95458,31.0536,157,98.8,144.405,-37.8819,-2.66E-16,22,47
