secs,time, cad, hr, km, kph, watts, alt, lon, lat, slope, temp, lrbalance
1143,623,73,164,6.96284,30.9132,154,98.8,144.405,-37.8819,-2.66E-16,22,47
1144,624,73,164,6.9706,30.114,155,98.8,144.405,-37.882,-2.66E-16,22,47
1145,625,73,164,6.97838,30.0384,163,98.8,144.405,-37.8821,-2.66E-16,22,47
1146,626,71,164,6.98615,30.4488,213,98.8,144.405,-37.8821,-2.66E-16,22,48
1147,627,65,164,6.99401,31.4676,170,98.8,144.405,-37.8822,-2.66E-16,22,49
1148,628,60,164,7.00209,31.4676,135,99.2,144.405,-37.8823,0.49505,22,49
1149,629,59,164,7.01079,32.0112,145,99.8,144.405,-37.8824,1.1847,22,49
1150,630,59,163,7.01876,32.0112,194,100.2,144.405,-37.8824,1.68659,22,45
1151,631,59,163,7.02842,32.9508,219,100.6,144.405,-37.8825,2.10067,22,47
1152,632,59,163,7.03737,32.9976,180,101,144.405,-37.8826,2.54759,22,49
1153,633,60,164,7.04637,33.0192,164,101,144.405,-37.8827,2.54759,22,49
1154,634,60,163,7.05475,33.0192,165,101,144.405,-37.8828,2.54759,22,51
1155,635,61,163,7.0632,33.0876,160,101,144.405,-37.8828,2.54759,22,50
1156,636,61,163,7.07258,33.6312,168,101,144.405,-37.8829,2.54759,22,48
1157,637,61,163,7.08102,33.6312,168,101,144.405,-37.883,2.54759,22,48
1158,638,62,163,7.09091,33.5232,178,101,144.405,-37.8831,2.05254,22,48
1159,639,62,163,7.09978,33.0768,184,101,144.405,-37.8832,1.36289,22,47
1160,640,62,163,7.10805,33.0768,154,101,144.405,-37.8832,0.861006,22,46
1161,641,63,163,7.11664,32.5188,127,101,144.405,-37.8833,0.446927,22,46
1162,642,63,162,7.12579,32.7996,119,101,144.405,-37.8834,1.78E-16,22,45
1163,643,63,162,7.13399,32.7996,148,101,144.405,-37.8835,1.78E-16,22,47
1164,644,63,163,7.14227,32.3712,167,101,144.405,-37.8835,1.78E-16,22,47
1165,645,64,163,7.15102,32.6736,150,101,144.405,-37.8836,1.78E-16,22,46
1166,646,64,163,7.16062,33.6564,137,101,144.405,-37.8837,1.78E-16,22,48
1167,647,64,162,7.16913,33.6024,126,101,144.404,-37.8838,1.78E-16,22,50
1168,648,64,163,7.17886,33.3936,127,101,144.404,-37.8839,1.78E-16,22,50
1169,649,64,163,7.18712,33.3936,129,101,144.404,-37.8839,1.78E-16,22,50
1170,650,64,163,7.19604,33.4332,142,101,144.404,-37.884,1.78E-16,22,48
1171,651,65,163,7.2053,33.5412,175,101,144.404,-37.8841,1.78E-16,22,50
1172,652,65,163,7.21408,33.5592,224,101,144.404,-37.8842,1.78E-16,22,49
1173,653,65,162,7.22264,33.6456,216,101,144.404,-37.8842,1.78E-16,22,48
1174,654,66,162,7.23322,34.4124,180,101,144.404,-37.8843,1.78E-16,22,48
1175,655,66,163,7.24278,34.4124,229,101,144.404,-37.8844,1.78E-16,22,49
1176,656,67,163,7.25255,35.2512,323,101,144.404,-37.8845,1.78E-16,22,47
1177,657,67,163,7.26134,35.2512,233,101,144.404,-37.8846,1.78E-16,22,51
1178,658,68,163,7.27159,36.2376,119,101,144.404,-37.8847,1.78E-16,22,50
1179,659,69,163,7.28152,36.234,106,101,144.404,-37.8848,1.78E-16,22,50
1180,660,67,163,7.2926,35.676,29,101,144.404,-37.8849,1.78E-16,22,51
1181,661,16,163,7.30148,35.676,0,101,144.404,-37.885,1.78E-16,22,51
1182,662,0,164,7.31126,35.6076,0,101,144.404,-37.885,1.78E-16,22,51
1183,663,0,163,7.32087,35.2008,0,101,144.404,-37.8851,1.78E-16,22,51
1184,664,0,163,7.3303,34.362,0,101,144.404,-37.8852,1.78E-16,22,51
1185,665,0,163,7.33937,33.9228,0,101,144.404,-37.8853,1.78E-16,22,51
1186,666,0,163,7.34874,33.5628,0,101,144.404,-37.8854,1.78E-16,22,51
1187,667,0,163,7.35859,33.9012,0,101,144.404,-37.8855,1.78E-16,22,51
1188,668,0,163,7.36812,33.444,0,101,144.404,-37.8855,1.78E-16,22,51
1189,669,0,162,7.37912,33.57,0,101,144.404,-37.8856,1.78E-16,22,51
1190,670,0,162,7.38759,33.57,0,101,144.404,-37.8857,1.78E-16,22,51
1191,671,0,161,7.39696,33.5484,0,101,144.404,-37.8858,1.78E-16,22,51
1192,672,0,161,7.4067,33.858,0,101,144.404,-37.8859,1.78E-16,22,51
1193,673,0,161,7.41644,33.984,0,101,144.404,-37.886,1.78E-16,22,51
1194,674,0,160,7.42605,33.9372,0,101,144.404,-37.8861,1.78E-16,22,51
1195,675,0,160,7.43513,33.2496,0,101,144.404,-37.8861,1.78E-16,22,51
1196,676,0,160,7.44367,32.1624,0,101,144.404,-37.8862,1.78E-16,22,51
1197,677,0,160,7.45195,31.4532,0,101,144.404,-37.8863,1.78E-16,22,51
1198,678,0,160,7.4609,30.9816,0,101,144.404,-37.8864,1.78E-16,22,51
1199,679,0,159,7.46853,30.9816,0,101,144.404,-37.8864,1.78E-16,22,51
1200,680,0,159,7.47649,30.4452,0,101,144.404,-37.8865,1.78E-16,22,51
1201,681,0,159,7.48525,31.5648,0,101,144.404,-37.8866,1.78E-16,22,51
1202,682,0,159,7.49435,32.1552,0,101,144.404,-37.8867,1.78E-16,22,51
1203,683,0,159,7.50408,31.9176,0,101,144.404,-37.8868,1.78E-16,22,51
1204,684,0,159,7.51215,31.9176,0,101,144.404,-37.8868,1.78E-16,22,51
1205,685,28,159,7.52067,31.4352,178,101,144.404,-37.8869,1.78E-16,22,48
1206,686,57,159,7.5296,31.4784,184,101,144.404,-37.887,1.78E-16,22,49
1207,687,58,159,7.53786,31.0176,163,101,144.404,-37.8871,1.78E-16,22,51
1208,688,58,158,7.54574,30.6072,137,101,144.404,-37.8871,1.78E-16,22,53
1209,689,59,158,7.55365,29.9556,139,101,144.404,-37.8872,1.78E-16,22,52
1210,690,59,157,7.56298,30.852,159,101,144.404,-37.8873,1.78E-16,22,49
1211,691,59,158,7.57056,30.852,185,101,144.404,-37.8874,1.78E-16,22,46
1212,692,59,158,7.57932,31.842,195,101,144.404,-37.8874,1.78E-16,22,46
1213,693,60,157,7.58768,31.4424,202,101,144.404,-37.8875,1.78E-16,22,48
1214,694,60,158,7.59644,31.7556,203,101,144.404,-37.8876,1.78E-16,22,49
1215,695,60,158,7.60534,32.5224,192,101,144.404,-37.8877,1.78E-16,22,49
1216,696,61,157,7.61407,32.4936,221,101,144.404,-37.8877,1.78E-16,22,50
1217,697,62,158,7.62321,33.1272,287,101,144.404,-37.8878,1.78E-16,22,49
1218,698,63,158,7.63208,33.1524,277,101,144.404,-37.8879,1.78E-16,22,48
1219,699,63,158,7.64075,32.8428,249,101,144.404,-37.888,1.78E-16,22,49
1220,700,64,159,7.65043,34.0776,252,101,144.404,-37.8881,1.78E-16,22,48
1221,701,66,159,7.65963,33.9696,252,101,144.404,-37.8881,1.78E-16,22,48
1222,702,67,159,7.66931,34.4376,208,101,144.404,-37.8882,1.78E-16,22,49
1223,703,67,160,7.67905,35.1108,143,101,144.404,-37.8883,1.78E-16,22,51
1224,704,67,160,7.68861,34.5528,110,101,144.404,-37.8884,1.78E-16,22,52
1225,705,67,160,7.69817,34.6464,82,101,144.404,-37.8885,1.78E-16,22,51
1226,706,67,160,7.70773,34.6644,21,101,144.404,-37.8886,1.78E-16,22,51
1227,707,33,160,7.71682,34.1964,0,101,144.404,-37.8887,1.78E-16,22,51
1228,708,0,161,7.7268,34.9272,0,101,144.404,-37.8887,1.78E-16,22,51
1229,709,0,160,7.73622,34.5168,0,101,144.404,-37.8888,1.78E-16,22,51
1230,710,0,161,7.74571,34.38,0,101,144.404,-37.8889,1.78E-16,22,51
1231,711,0,160,7.75467,33.3468,0,101,144.404,-37.889,1.78E-16,22,51
1232,712,0,160,7.76371,33.2316,0,101,144.404,-37.8891,1.78E-16,22,51
1233,713,0,160,7.77239,32.4972,0,101,144.404,-37.8892,1.78E-16,22,51
1234,714,0,160,7.78197,33.2208,0,101,144.403,-37.8892,1.78E-16,22,51
1235,715,0,160,7.79145,33.1056,0,101,144.403,-37.8893,1.78E-16,22,51
1236,716,0,160,7.80011,32.4324,0,101,144.403,-37.8894,1.78E-16,22,51
1237,717,0,160,7.80952,33.3396,0,101,144.403,-37.8895,1.78E-16,22,51
1238,718,0,159,7.81894,33.7608,0,101,144.403,-37.8896,1.78E-16,22,51
1239,719,0,158,7.82777,33.3576,0,101,144.403,-37.8896,1.78E-16,22,51
1240,720,0,158,7.83666,32.4504,0,101,144.403,-37.8897,1.78E-16,22,51
1241,721,30,158,7.84516,32.3388,113,101,144.403,-37.8898,1.78E-16,22,51
1242,722,60,158,7.85416,32.814,127,101,144.403,-37.8899,1.78E-16,22,44
1243,723,60,157,7.8629,32.9436,114,101,144.403,-37.89,1.78E-16,22,47
1244,724,60,157,7.87166,32.1876,125,101,144.403,-37.89,1.78E-16,22,49
1245,725,60,156,7.88071,32.2344,128,101,144.403,-37.8901,1.78E-16,22,50
1246,726,61,156,7.88972,31.8348,123,101,144.403,-37.8902,1.78E-16,22,48
1247,727,61,156,7.89831,31.8348,130,101,144.403,-37.8903,1.78E-16,22,47
1248,728,62,156,7.90722,32.2848,124,101,144.403,-37.8904,1.78E-16,22,48
1249,729,62,156,7.9153,31.7772,113,101,144.403,-37.8904,1.78E-16,22,46
1250,730,62,157,7.92384,31.806,107,101,144.403,-37.8905,1.78E-16,22,47
1251,731,63,157,7.93278,32.1588,111,101,144.403,-37.8906,1.78E-16,22,47
1252,732,64,157,7.94211,32.814,112,101,144.403,-37.8907,1.78E-16,22,46
1253,733,64,157,7.95121,32.9508,104,101,144.403,-37.8908,1.78E-16,22,47
1254,734,64,157,7.96043,34.2,96,101,144.403,-37.8908,1.78E-16,22,47
1255,735,65,157,7.97046,34.2,89,101,144.403,-37.8909,1.78E-16,22,46
1256,736,65,157,7.98187,36.0324,84,101,144.403,-37.891,1.78E-16,22,46
1257,737,66,157,7.99214,36.5724,76,101,144.403,-37.8911,1.78E-16,22,47
1258,738,67,156,8.00249,36.6624,79,101,144.403,-37.8912,1.78E-16,22,46
1259,739,67,156,8.01303,37.0692,79,101,144.403,-37.8913,1.78E-16,22,46
1260,740,67,155,8.0225,36.9288,82,101,144.403,-37.8914,1.78E-16,22,46
1261,741,68,155,8.03391,36.0216,84,101,144.403,-37.8915,1.78E-16,22,46
1262,742,68,155,8.04365,35.4636,74,101,144.403,-37.8916,1.78E-16,22,45
1263,743,68,155,8.05369,35.82,61,101,144.403,-37.8917,1.78E-16,22,46
1264,744,68,155,8.0635,36.1944,67,101,144.403,-37.8918,1.78E-16,22,47
1265,745,68,155,8.07309,36.1224,70,101,144.403,-37.8918,1.78E-16,22,47
1266,746,69,155,8.08266,35.6076,73,101,144.403,-37.8919,1.78E-16,22,44
1267,747,69,155,8.09189,35.6292,75,101,144.403,-37.892,1.78E-16,22,45
1268,748,69,155,8.10096,35.6292,72,101,144.403,-37.8921,1.78E-16,22,45
1269,749,69,155,8.1108,35.4348,81,101,144.403,-37.8922,1.78E-16,22,46
1270,750,69,156,8.12061,35.5536,83,101,144.403,-37.8923,1.78E-16,22,46
1271,751,69,156,8.13068,35.676,83,101,144.403,-37.8924,1.78E-16,22,44
1272,752,70,155,8.14136,36.9432,79,101,144.403,-37.8925,1.78E-16,22,45
1273,753,70,155,8.15168,37.3284,80,101,144.403,-37.8925,1.78E-16,22,44
1274,754,71,155,8.16135,36.4284,78,101,144.403,-37.8926,1.78E-16,22,45
1275,755,71,155,8.17065,35.3736,91,101,144.403,-37.8927,1.78E-16,22,47
1276,756,71,156,8.18044,35.3952,92,101,144.403,-37.8928,1.78E-16,22,48
1277,757,71,156,8.1907,36.2124,92,101,144.404,-37.8929,1.78E-16,22,47
1278,758,71,156,8.20151,37.2096,94,101,144.404,-37.893,1.78E-16,22,48
1279,759,71,156,8.21204,37.1556,94,100.6,144.404,-37.8931,-0.379867,22,47
1280,760,71,156,8.22245,37.4904,87,100.2,144.404,-37.8931,-0.764113,22,46
1281,761,71,156,8.23299,37.1304,69,99.6,144.404,-37.8932,-1.33337,22,48
1282,762,71,156,8.24346,37.6128,78,99.2,144.404,-37.8933,-1.71542,22,47
1283,763,71,156,8.25418,38.16,99,98.8,144.404,-37.8934,-2.08855,22,46
1284,764,71,156,8.26466,37.5912,107,98.8,144.404,-37.8935,-2.08855,22,47
1285,765,71,156,8.27528,37.4796,100,98.8,144.404,-37.8936,-2.08855,22,45
1286,766,71,156,8.28582,37.3644,93,98.8,144.404,-37.8936,-2.08855,22,44
1287,767,71,155,8.29621,36.7344,91,98.8,144.404,-37.8937,-2.08855,22,43
1288,768,71,155,8.30638,36.6516,84,98.8,144.404,-37.8938,-2.08855,22,42
1289,769,71,155,8.31634,35.82,93,98.8,144.404,-37.8939,-1.70868,22,44
1290,770,71,155,8.32665,35.8848,111,98.8,144.404,-37.8939,-1.32444,22,48
1291,771,71,156,8.33657,35.7588,110,98.8,144.404,-37.894,-0.755178,22,46
1292,772,71,156,8.34672,35.7048,111,98.8,144.404,-37.8941,-0.373134,22,47
1293,773,71,156,8.35685,35.7084,122,98.8,144.405,-37.8941,0,22,47
1294,774,71,155,8.3666,35.2116,111,98.8,144.405,-37.8942,0,22,46
1295,775,71,155,8.37651,35.2476,104,98.8,144.405,-37.8943,0,22,46
1296,776,71,154,8.38616,35.2116,100,98.8,144.405,-37.8943,0,22,46
1297,777,71,153,8.39632,35.9676,102,98.8,144.405,-37.8944,0,22,45
1298,778,71,152,8.4066,36.486,105,98.8,144.405,-37.8944,0,22,45
1299,779,72,152,8.41657,36.4104,110,98.8,144.405,-37.8945,0,22,46
1300,780,71,151,8.4266,36.5472,103,98.8,144.405,-37.8946,0,22,45
1301,781,71,151,8.43625,36.5868,97,98.8,144.405,-37.8946,0,22,46
1302,782,71,151,8.44618,36.6228,91,98.8,144.405,-37.8947,0,22,47
1303,783,70,152,8.45535,36.216,104,98.8,144.405,-37.8947,0,22,47
1304,784,70,152,8.46478,36.2556,108,98.8,144.405,-37.8948,0,22,47
1305,785,70,153,8.47484,36.3852,116,98.8,144.406,-37.8948,0,22,48
1306,786,70,153,8.48435,36.468,121,98.8,144.406,-37.8948,0,22,45
1307,787,70,154,8.49382,36.0036,114,98.8,144.406,-37.8949,0,22,46
1308,788,70,154,8.50389,36.072,108,98.8,144.406,-37.8949,0,22,47
1309,789,71,154,8.51352,35.7444,95,98.8,144.406,-37.8949,0,22,45
1310,790,71,153,8.52291,35.3052,98,98.8,144.406,-37.895,0,22,45
1311,791,70,153,8.53308,35.9388,88,98.8,144.406,-37.895,0,22,45
1312,792,70,153,8.54372,36.324,73,98.8,144.406,-37.895,0,22,47
1313,793,70,152,8.55383,35.28,68,98.8,144.406,-37.8951,0,22,49
1314,794,70,152,8.56406,35.4132,63,98.8,144.406,-37.8951,0,22,46
1315,795,70,153,8.57479,36.18,65,98.8,144.407,-37.8951,0,22,49
1316,796,70,153,8.58427,36.18,76,98.8,144.407,-37.8951,0,22,47
1317,797,70,152,8.5966,36.792,76,98.8,144.407,-37.8951,0,22,47
1318,798,70,153,8.60676,35.6508,74,98.8,144.407,-37.8952,0,22,43
1319,799,71,152,8.61722,36.1296,72,98.8,144.407,-37.8952,0,22,44
1320,800,70,152,8.62736,36.1008,66,98.8,144.407,-37.8952,0,22,43
1321,801,70,152,8.63794,36.2304,71,98.8,144.407,-37.8952,0,22,44
1322,802,70,152,8.64828,36.3456,87,98.8,144.407,-37.8952,0,22,45
1323,803,70,153,8.65844,36.288,92,98.8,144.408,-37.8952,0,22,45
1324,804,70,153,8.66908,36.6732,86,98.8,144.408,-37.8952,0,22,47
1325,805,70,153,8.67992,36.5976,82,98.8,144.408,-37.8952,0,22,47
1326,806,70,153,8.69008,36.5292,80,98.8,144.408,-37.8952,0,22,45
1327,807,70,153,8.70047,36.522,92,98.8,144.408,-37.8952,0,22,44
1328,808,69,153,8.71019,36.0936,104,98.8,144.408,-37.8952,0,22,45
1329,809,69,152,8.72045,35.9856,99,98.8,144.408,-37.8952,0,22,45
1330,810,69,152,8.7306,36.0072,96,98.8,144.408,-37.8952,0,22,45
1331,811,69,153,8.74095,35.5572,107,98.8,144.408,-37.8952,0,22,46
1332,812,69,152,8.75108,35.5248,100,98.8,144.409,-37.8951,0,22,46
1333,813,69,153,8.76091,35.4636,100,98.8,144.409,-37.8951,0,22,46
1334,814,69,152,8.77067,35.4132,99,98.8,144.409,-37.8951,0,22,46
1335,815,69,153,8.78076,35.5176,114,98.8,144.409,-37.8951,0,22,44
1336,816,70,153,8.79075,35.4816,114,98.8,144.409,-37.8951,0,22,44
1337,817,69,154,8.80054,35.4276,114,98.8,144.409,-37.895,0,22,44
1338,818,70,154,8.81068,36.0324,119,98.8,144.409,-37.895,0,22,46
1339,819,70,155,8.82054,35.2152,125,98.8,144.409,-37.895,0,22,47
1340,820,70,155,8.83063,35.298,133,98.8,144.409,-37.8949,0,22,48
1341,821,70,154,8.84072,35.7012,132,98.8,144.41,-37.8949,0,22,48
1342,822,69,154,8.85069,35.6328,122,98.8,144.41,-37.8949,0,22,48
1343,823,69,154,8.86068,35.7228,116,98.8,144.41,-37.8948,0,22,47
1344,824,69,154,8.87049,35.8416,103,98.8,144.41,-37.8948,0,22,45
1345,825,69,154,8.88023,35.8344,106,98.8,144.41,-37.8948,0,22,44
1346,826,69,162,8.89054,36.5076,110,98.8,144.41,-37.8947,0,22,43
1347,827,70,162,8.90117,37.278,110,98.8,144.41,-37.8947,0,22,43
1348,828,69,161,8.91257,38.6784,98,98.8,144.41,-37.8946,0,22,45
1349,829,69,161,8.92257,37.7316,100,98.8,144.41,-37.8946,0,22,45
1350,830,69,171,8.9337,38.7468,106,98.8,144.41,-37.8945,0,22,45
1351,831,70,178,8.94464,39.0456,93,98.8,144.411,-37.8944,0,22,46
1352,832,69,178,8.95491,38.358,105,98.8,144.411,-37.8944,0,22,45
1353,833,69,178,8.9649,37.8,111,98.8,144.411,-37.8943,0,22,45
1354,834,69,178,8.97396,36.846,105,98.8,144.411,-37.8943,0,22,44
1355,835,69,178,8.98317,36.072,105,98.8,144.411,-37.8942,0,22,44
1356,836,69,175,8.99214,35.5464,110,98.8,144.411,-37.8941,0,22,45
1357,837,69,170,9.00151,35.4888,109,98.8,144.411,-37.8941,0,22,46
1358,838,69,166,9.01173,35.5896,109,98.8,144.411,-37.894,0,22,46
1359,839,69,161,9.02208,36.7668,105,98.8,144.411,-37.8939,0,22,45
1360,840,69,161,9.03258,36.8568,103,98.8,144.411,-37.8939,0,22,46
1361,841,69,167,9.04371,37.5552,103,98.8,144.411,-37.8938,0,22,46
1362,842,69,167,9.05304,37.4868,105,98.8,144.411,-37.8937,0,22,46
1363,843,69,163,9.06355,37.6236,113,98.8,144.411,-37.8936,0,22,46
1364,844,69,160,9.07443,37.548,123,98.8,144.412,-37.8936,0,22,46
1365,845,70,157,9.0845,36.828,126,98.8,144.412,-37.8935,0,22,46
1366,846,70,156,9.09454,35.3232,104,98.8,144.412,-37.8934,0,22,48
1367,847,69,154,9.10517,35.2548,108,98.8,144.412,-37.8933,0,22,48
1368,848,69,153,9.11517,35.1324,108,98.8,144.412,-37.8932,0,22,48
1369,849,69,152,9.12491,34.1676,125,98.8,144.412,-37.8932,0,22,48
1370,850,69,151,9.13496,34.5204,125,98.8,144.412,-37.8931,0,22,48
1371,851,69,151,9.14481,35.7156,125,98.8,144.412,-37.893,0,22,48
1372,852,69,150,9.15516,35.7948,133,98.8,144.412,-37.8929,0,22,48
1373,853,69,150,9.16539,35.838,142,98.8,144.412,-37.8928,0,22,48
1374,854,68,150,9.17568,35.838,161,98.8,144.412,-37.8927,0,22,48
1375,855,68,151,9.18568,35.1756,175,98.8,144.412,-37.8927,0,22,50
1376,856,68,151,9.19517,35.5536,155,98.8,144.412,-37.8926,0,22,48
1377,857,68,151,9.20515,36.0972,145,98.8,144.412,-37.8925,0,22,47
1378,858,68,152,9.21503,36.0252,162,98.8,144.412,-37.8924,0,22,46
1379,859,68,152,9.22482,36.1116,154,98.8,144.412,-37.8923,0,22,45
1380,860,68,152,9.23451,35.6904,154,98.8,144.412,-37.8922,0,22,45
1381,861,67,153,9.24421,34.7148,121,98.8,144.412,-37.8921,0,22,47
1382,862,67,153,9.25385,34.1352,131,98.8,144.412,-37.8921,0,22,45
1383,863,67,153,9.26381,35.4888,143,98.8,144.412,-37.892,0,22,46
1384,864,67,153,9.27342,34.9452,130,98.8,144.412,-37.8919,0,22,45
1385,865,67,153,9.28378,34.9344,132,98.8,144.412,-37.8918,0,22,47
1386,866,67,153,9.29354,34.9668,140,98.8,144.412,-37.8917,0,22,46
1387,867,67,153,9.3033,34.2792,133,98.8,144.412,-37.8916,0,22,48
1388,868,67,154,9.31201,34.2792,119,98.8,144.412,-37.8915,0,22,48
1389,869,67,153,9.32188,33.3324,119,98.8,144.412,-37.8915,0,22,48
1390,870,66,154,9.33156,34.0812,110,98.8,144.412,-37.8914,0,22,49
1391,871,66,154,9.34082,33.7356,110,98.8,144.412,-37.8913,0,22,49
1392,872,65,154,9.35028,33.8148,95,98.8,144.412,-37.8912,0,22,48
1393,873,65,154,9.35893,33.7896,103,98.8,144.412,-37.8911,0,22,47
1394,874,65,155,9.36886,33.6888,106,98.8,144.412,-37.891,0,22,47
1395,875,65,155,9.37835,33.6744,82,98.8,144.412,-37.891,0,22,45
1396,876,65,155,9.38782,33.966,38,98.8,144.413,-37.8909,0,22,46
1397,877,48,156,9.39708,33.6564,0,98.8,144.413,-37.8908,0,22,46
1398,878,0,156,9.40609,32.418,0,98.8,144.413,-37.8907,0,22,46
1399,879,0,156,9.41449,30.924,0,98.8,144.413,-37.8906,0,22,46
1400,880,0,156,9.42261,30.0024,0,98.8,144.413,-37.8906,0,22,46
1401,881,15,156,9.43071,29.5416,35,98.8,144.413,-37.8905,0,22,53
1402,882,64,156,9.43883,29.0592,0,98.8,144.413,-37.8904,0,22,53
1403,883,51,156,9.44654,28.3104,0,98.8,144.413,-37.8903,0,22,53
1404,884,0,156,9.45405,27.7056,0,98.8,144.413,-37.8903,0,22,53
1405,885,0,155,9.46131,27.0324,0,98.8,144.413,-37.8902,0,22,53
1406,886,0,155,9.46875,26.9208,0,98.8,144.413,-37.8901,0,22,53
1407,887,50,155,9.47655,27.3276,128,98.8,144.413,-37.8901,0,22,40
1408,888,67,155,9.48453,27.4464,183,98.8,144.413,-37.89,0,22,50
1409,889,67,155,9.4925,27.9612,165,98.8,144.413,-37.8899,0,22,49
1410,890,67,155,9.50037,28.08,133,98.8,144.413,-37.8899,0,22,48
1411,891,68,155,9.50811,28.1304,122,98.8,144.413,-37.8898,0,22,45
1412,892,68,155,9.5158,28.0764,107,98.8,144.413,-37.8897,0,22,49
1413,893,69,155,9.52332,27.3672,88,98.8,144.413,-37.8897,0,22,49
1414,894,69,155,9.53108,27.36,88,98.8,144.413,-37.8896,0,22,49
1415,895,69,156,9.5387,27.4212,94,98.8,144.413,-37.8895,0,22,47
1416,896,69,156,9.54625,27.3312,83,98.8,144.413,-37.8895,0,22,47
1417,897,69,156,9.55426,27.9648,79,98.8,144.413,-37.8894,0,22,46
1418,898,69,156,9.56156,27.2916,77,98.8,144.413,-37.8893,0,22,46
1419,899,69,156,9.56904,27.2304,86,98.8,144.413,-37.8893,0,22,46
1420,900,69,156,9.57649,27.1512,86,98.8,144.413,-37.8892,0,22,46
1421,901,69,156,9.58394,27.0936,73,98.8,144.413,-37.8891,0,22,45
1422,902,69,156,9.59176,27.7272,71,98.8,144.413,-37.889,0,22,46
1423,903,69,157,9.59947,28.0512,88,98.8,144.413,-37.889,0,22,46
1424,904,68,156,9.6072,27.9504,85,98.8,144.413,-37.8889,0,22,47
1425,905,68,157,9.61491,27.5688,89,98.8,144.413,-37.8888,0,22,45
1426,906,69,157,9.62222,27.5076,81,98.8,144.413,-37.8888,0,22,48
1427,907,69,157,9.62973,27.3924,69,98.8,144.413,-37.8887,0,22,50
1428,908,69,157,9.63728,27.3204,70,98.8,144.413,-37.8886,0,22,50
1429,909,69,157,9.64465,26.9028,74,98.8,144.413,-37.8886,0,22,50
1430,910,68,158,9.6526,27.648,72,98.8,144.413,-37.8885,0,22,49
1431,911,68,158,9.66048,27.684,72,98.8,144.413,-37.8884,0,22,49
1432,912,68,159,9.66808,27.6012,64,98.8,144.413,-37.8884,0,22,49
1433,913,68,159,9.67571,27.5436,26,98.8,144.413,-37.8883,0,22,49
1434,914,69,159,9.68363,28.1412,26,98.8,144.413,-37.8882,0,22,49
1435,915,28,160,9.69116,27.6264,0,98.8,144.413,-37.8882,0,22,49
1436,916,17,160,9.69877,27.4968,50,98.8,144.413,-37.8881,0,22,64
1437,917,69,160,9.70643,27.4464,52,98.8,144.413,-37.888,0,22,53
1438,918,66,160,9.71388,27.0432,48,98.8,144.413,-37.888,0,22,52
1439,919,65,161,9.72155,27.1476,54,98.8,144.413,-37.8879,0,22,47
1440,920,66,160,9.72926,27.2628,26,98.8,144.413,-37.8878,0,22,48
1441,921,66,160,9.7367,26.8056,14,98.8,144.413,-37.8878,0,22,44
1442,922,58,160,9.74414,26.388,0,98.8,144.413,-37.8877,0,22,44
1443,923,20,159,9.75143,26.0604,0,98.8,144.413,-37.8876,0,22,44
1444,924,0,159,9.75884,26.4924,0,98.8,144.413,-37.8876,0,22,44
1445,925,0,159,9.76554,24.6672,0,98.8,144.413,-37.8875,0,22,44
1446,926,0,159,9.77216,23.5836,0,98.8,144.413,-37.8874,0,22,44
1447,927,0,159,9.77834,22.1112,0,98.8,144.413,-37.8874,0,22,44
1448,928,0,160,9.78294,18.0072,0,98.8,144.413,-37.8873,0,22,44
1449,929,0,160,9.78678,14.3604,0,98.8,144.413,-37.8873,0,22,44
1450,930,0,160,9.7898,12.2148,0,98.8,144.413,-37.8873,0,22,44
1451,931,0,160,9.79292,12.2148,0,98.4,144.413,-37.8873,-1.28205,22,44
1452,932,0,160,9.79292,6.552,0,98,144.413,-37.8873,-1.28205,22,44
1453,933,0,159,9.7934,4.5252,0,97.4,144.413,-37.8872,-1.28205,22,44
1454,934,0,159,9.79371,3.3372,0,97,144.413,-37.8872,-1.28205,22,44
1455,935,0,158,9.79371,2.6964,0,96.6,144.413,-37.8872,-1.28205,22,44
1456,936,0,157,9.7948,2.3472,0,96.6,144.413,-37.8872,-1.28205,22,44
1457,937,0,156,9.7948,2.214,0,96.6,144.413,-37.8872,-1.28205,22,44
1458,938,0,155,9.79524,2.664,0,96.6,144.413,-37.8872,-1.28205,22,44
1459,939,0,155,9.79584,0,0,96.6,144.413,-37.8872,-1.28205,22,44
1460,940,0,154,9.79586,0,0,96.6,144.413,-37.8872,-1.28205,22,44
1461,941,0,154,9.79624,0,0,96.6,144.413,-37.8872,0,22,44
1462,942,0,154,9.79651,0,0,96.6,144.413,-37.8872,0,22,44
1463,943,0,153,9.79688,0,0,96.6,144.413,-37.8872,0,22,44
1464,944,0,152,9.79749,0,0,96.6,144.413,-37.8872,0,22,44
1465,945,0,151,9.79828,0,0,96.6,144.413,-37.8872,0,22,44
1466,946,0,149,9.79897,0,0,96.6,144.413,-37.8872,0,22,44
1467,947,0,149,9.79952,0,0,96.6,144.413,-37.8872,0,22,44
1468,948,0,148,9.79996,0,0,96.6,144.413,-37.8872,0,22,44
1469,949,0,148,9.80074,3.4416,0,96.6,144.413,-37.8872,0,22,44
1470,950,0,147,9.80167,3.8124,0,96.6,144.413,-37.8872,0,22,44
1471,951,0,147,9.80284,3.7728,0,96.6,144.413,-37.8872,0,22,44
1472,952,0,146,9.80437,4.1688,0,96.6,144.413,-37.8872,0,22,44
1473,953,0,145,9.80566,4.158,0,96.6,144.413,-37.8872,0,22,44
