time, x, y, z
0.07008, 0.39404, -0.20557, 3.12891 
0.07023, 0.41943, -0.22412, 3.14990 
0.07038, 0.41553, -0.22217, 3.17676 
0.07053, 0.39893, -0.21436, 3.16846 
0.07068, 0.45850, -0.23389, 3.15137 
0.07083, 0.46729, -0.20068, 3.15186 
0.07098, 0.46143, -0.22412, 3.19482 
0.07113, 0.42676, -0.22070, 3.18311 
0.07128, 0.49414, -0.25391, 3.13574 
0.07143, 0.46875, -0.20898, 3.14990 
0.07158, 0.48975, -0.22217, 3.16602 
0.07173, 0.46875, -0.22461, 3.14697 
0.07188, 0.45801, -0.21973, 3.16943 
0.07203, 0.49561, -0.22998, 3.19678 
0.07218, 0.49707, -0.23145, 3.19678 
0.07233, 0.50928, -0.24170, 3.18506 
0.07248, 0.50195, -0.23047, 3.16455 
0.07263, 0.51074, -0.25000, 3.18311 
0.07278, 0.54150, -0.22412, 3.16650 
0.07293, 0.52881, -0.22412, 3.16846 
0.07308, 0.56055, -0.25586, 3.16846 
0.07323, 0.51514, -0.27783, 3.19873 
0.07338, 0.56494, -0.25537, 3.18799 
0.07353, 0.54736, -0.26123, 3.19922 
0.07368, 0.52197, -0.25049, 3.18115 
0.07383, 0.53516, -0.26172, 3.19336 
0.07398, 0.55127, -0.26025, 3.21240 
0.07413, 0.59375, -0.28027, 3.18896 
0.07428, 0.57666, -0.30225, 3.18994 
0.07443, 0.55225, -0.28760, 3.16748 
0.07458, 0.58057, -0.28369, 3.21777 
0.07473, 0.56494, -0.26807, 3.20850 
0.07488, 0.59424, -0.30127, 3.20020 
0.07503, 0.59961, -0.32617, 3.19141 
0.07518, 0.58398, -0.30371, 3.17871 
0.07533, 0.58887, -0.33984, 3.19287 
0.07548, 0.62842, -0.33936, 3.17529 
0.07563, 0.62500, -0.30371, 3.19580 
0.07578, 0.61865, -0.32764, 3.18799 
0.07593, 0.62939, -0.30908, 3.20654 
0.07608, 0.62549, -0.34814, 3.20654 
0.07623, 0.61670, -0.34326, 3.18018 
0.07638, 0.62451, -0.33838, 3.20508 
0.07653, 0.64062, -0.34668, 3.21289 
0.07668, 0.64160, -0.37988, 3.16260 
0.07683, 0.65820, -0.37012, 3.20068 
0.07698, 0.67041, -0.36768, 3.19189 
0.07713, 0.67041, -0.35010, 3.15430 
0.07728, 0.62598, -0.39746, 3.15527 
0.07743, 0.65723, -0.38086, 3.18945 
0.07758, 0.65967, -0.40576, 3.14307 
0.07773, 0.66943, -0.37744, 3.13965 
0.07788, 0.64404, -0.39404, 3.13818 
0.07803, 0.66553, -0.43115, 3.16260 
0.07818, 0.69678, -0.41260, 3.13379 
0.07833, 0.68115, -0.39990, 3.13184 
0.07848, 0.64795, -0.44678, 3.15088 
0.07863, 0.68848, -0.41016, 3.16504 
0.07878, 0.68750, -0.45117, 3.13525 
0.07893, 0.66064, -0.47021, 3.15234 
0.07908, 0.67041, -0.43604, 3.15234 
0.07923, 0.69092, -0.46924, 3.14453 
0.07938, 0.71240, -0.46533, 3.15723 
0.07953, 0.71631, -0.47803, 3.13574 
0.07968, 0.67578, -0.47949, 3.11719 
0.07983, 0.71973, -0.49414, 3.12207 
0.07998, 0.74170, -0.46045, 3.11328 
0.08013, 0.71484, -0.45508, 3.11572 
0.08028, 0.73877, -0.49658, 3.11816 
0.08043, 0.72852, -0.47607, 3.11377 
