28.00025,0.10,"
"
28.64284,4.41,"
"
29.04550,7.03,"
"
29.38111,8.44,"
"
29.67010,9.80,"
"
29.94065,10.47,"
"
30.19184,11.27,"
"
30.43963,11.43,"
"
30.67038,12.27,"
"
30.89766,12.46,"
"
31.10962,13.36,"
"
31.31811,13.58,"
"
31.51577,14.32,"
"
31.71341,14.33,"
"
31.89587,15.52,"
"
32.07966,15.41,"
"
32.25967,15.73,"
"
32.44443,15.32,"
"
32.62501,15.68,"
"
32.81075,15.24,"
"
32.99077,15.73,"
"
33.17609,15.28,"
"
33.35629,15.71,"
"
33.54209,15.24,"
"
33.72406,15.56,"
"
33.91342,14.95,"
"
34.09801,15.34,"
"
34.28727,14.96,"
"
34.47264,15.27,"
"
34.66324,14.86,"
"
34.84819,15.31,"
"
35.03529,15.13,"
"
35.21708,15.57,"
"
35.40322,15.21,"
"
35.58250,15.79,"
"
35.76741,15.31,"
"
35.94736,15.73,"
"
36.13196,15.34,"
"
36.31173,15.75,"
"
36.49460,15.48,"
"
36.67130,16.02,"
"
36.85064,15.79,"
"
37.02474,16.26,"
"
37.20197,15.98,"
"
37.37459,16.40,"
"
37.55077,16.07,"
"
37.72270,16.47,"
"
37.89910,16.05,"
"
38.07018,16.55,"
"
38.24538,16.16,"
"
38.41576,16.62,"
"
38.58958,16.29,"
"
38.75860,16.75,"
"
38.93216,16.31,"
"
39.10075,16.79,"
"
39.27445,16.30,"
"
39.44387,16.71,"
"
39.61684,16.37,"
"
39.78369,16.97,"
"
39.95376,16.65,"
"
40.11988,17.04,"
"
40.29092,16.55,"
"
40.45815,16.93,"
"
40.62987,16.49,"
"
40.79643,17.00,"
"
40.96700,16.60,"
"
41.13320,17.04,"
"
41.30311,16.66,"
"
41.46861,17.11,"
"
41.63840,16.68,"
"
41.80406,17.09,"
"
41.97310,16.75,"
"
42.13797,17.17,"
"
42.30731,16.72,"
"
42.47280,17.11,"
"
42.64129,16.80,"
"
42.80365,17.44,"
"
42.97006,17.02,"
"
43.13215,17.47,"
"
43.29745,17.13,"
"
43.45674,17.77,"
"
43.61921,17.43,"
"
43.77771,17.86,"
"
43.94078,17.36,"
"
44.09879,17.92,"
"
44.25895,17.68,"
"
44.41380,18.28,"
"
44.57343,17.74,"
"
44.72773,18.35,"
"
44.88493,18.01,"
"
45.03813,18.48,"
"
45.19512,18.04,"
"
45.34874,18.43,"
"
45.50660,17.94,"
"
45.66103,18.33,"
"
45.81893,17.93,"
"
45.97117,18.60,"
"
46.12782,18.08,"
"
46.28126,18.45,"
"
46.43960,17.88,"
"
46.59246,18.52,"
"
46.74849,18.15,"
"
46.90188,18.46,"
"
47.05895,18.03,"
"
47.21135,18.58,"
"
47.36682,18.21,"
"
47.51714,18.84,"
"
47.67125,18.37,"
"
47.82116,18.89,"
"
47.97461,18.45,"
"
48.12308,19.07,"
"
48.27420,18.74,"
"
48.42139,19.24,"
"
48.57271,18.71,"
"
48.72078,19.12,"
"
48.87150,18.79,"
"
49.01727,19.42,"
"
49.16695,18.92,"
"
49.31282,19.41,"
"
49.46278,18.88,"
"
49.60733,19.59,"
"
49.75538,19.13,"
"
49.90031,19.54,"
"
50.04898,19.04,"
"
50.19450,19.46,"
"
50.34361,18.99,"
"
50.48831,19.57,"
"
50.63694,19.05,"
"
50.78257,19.44,"
"
50.93223,18.92,"
"
51.07821,19.40,"
"
51.22709,19.02,"
"
51.37337,19.35,"
"
51.52469,18.71,"
"
51.67343,19.04,"
"
51.82672,18.47,"
"
51.97518,19.07,"
"
52.12767,18.57,"
"
52.27775,18.87,"
"
52.43187,18.37,"
"
52.58098,18.99,"
"
52.73449,18.45,"
"
52.88271,19.10,"
"
53.03463,18.64,"
"
53.18081,19.37,"
"
53.33045,18.92,"
"
53.47671,19.36,"
"
53.62544,19.04,"
"
53.76842,19.80,"
"
53.91594,19.19,"
"
54.06012,19.64,"
"
54.20725,19.24,"
"
54.34879,20.00,"
"
54.49377,19.53,"
"
54.63512,20.03,"
"
54.77898,19.68,"
"
54.91882,20.25,"
"
55.06292,19.65,"
"
55.20313,20.19,"
"
55.34544,19.90,"
"
55.48334,20.53,"
"
55.62582,19.87,"
"
55.76467,20.39,"
"
55.90555,20.10,"
"
56.04259,20.66,"
"
56.18383,20.05,"
"
56.32074,20.68,"
"
56.45860,20.54,"
"
56.59322,21.03,"
"
56.73141,20.49,"
"
56.86529,21.15,"
"
57.00095,20.87,"
"
57.13330,21.39,"
"
57.26956,20.78,"
"
57.40160,21.44,"
"
57.53698,20.91,"
"
57.66887,21.47,"
"
57.80514,20.78,"
"
57.93654,21.55,"
"
58.07107,21.05,"
"
58.20191,21.64,"
"
58.33700,20.96,"
"
58.46773,21.66,"
"
58.60108,21.23,"
"
58.73123,21.76,"
"
58.86569,21.06,"
"
58.99601,21.73,"
"
59.12981,21.16,"
"
59.26080,21.62,"
"
59.39500,21.10,"
"
59.52459,21.85,"
"
59.65659,21.45,"
"
59.78544,21.98,"
"
59.91784,21.39,"
"
60.04715,21.90,"
"
60.17797,21.64,"
"
60.30525,22.25,"
"
60.43619,21.62,"
"
60.56244,22.43,"
"
60.69180,21.89,"
"
60.81841,22.36,"
"
60.94643,22.12,"
"
61.07083,22.76,"
"
61.19900,22.09,"
"
61.32528,22.42,"
"
61.45507,21.82,"
"
61.58021,22.63,"
"
61.70923,21.95,"
"
61.83590,22.35,"
"
61.96531,21.88,"
"
62.09175,22.39,"
"
62.22128,21.86,"
"
62.34767,22.40,"
"
62.47618,22.03,"
"
62.60198,22.51,"
"
62.73173,21.82,"
"
62.85829,22.37,"
"
62.98686,22.02,"
"
63.11169,22.68,"
"
63.24056,21.97,"
"
63.36628,22.52,"
"
63.49425,22.13,"
"
63.61901,22.69,"
"
63.74746,22.04,"
"
63.87123,22.88,"
"
63.99729,22.46,"
"
64.12074,22.94,"
"
64.24763,22.31,"
"
64.37080,22.99,"
"
64.49652,22.52,"
"
64.62000,22.93,"
"
64.74732,22.24,"
"
64.87049,22.99,"
"
64.99636,22.49,"
"
65.11983,22.93,"
"
65.24701,22.26,"
"
65.36912,23.19,"
"
65.49451,22.58,"
"
65.61768,22.99,"
"
65.74405,22.41,"
"
65.86632,23.16,"
"
65.99146,22.63,"
"
66.11445,23.02,"
"
66.24130,22.32,"
"
66.36415,23.05,"
"
66.48998,22.50,"
"
66.61367,22.89,"
"
66.74063,22.30,"
"
66.86376,23.00,"
"
66.99077,22.29,"
"
67.11579,22.65,"
"
67.24229,22.38,"
"
67.36528,23.02,"
"
67.49166,22.40,"
"
67.61535,22.89,"
"
67.74153,22.44,"
"
67.86398,23.12,"
"
67.99015,22.44,"
"
68.11328,23.00,"
"
68.23902,22.52,"
"
68.36044,23.32,"
"
68.48577,22.59,"
"
68.60778,23.21,"
"
68.73236,22.73,"
"
68.85337,23.40,"
"
68.97810,22.70,"
"
69.09899,23.42,"
"
69.22230,22.96,"
"
69.34253,23.55,"
"
69.46797,22.57,"
"
69.58987,23.23,"
"
69.71427,22.76,"
"
69.83552,23.35,"
"
69.96214,22.36,"
"
70.08301,23.43,"
"
70.20842,22.58,"
"
70.33019,23.25,"
"
70.45643,22.43,"
"
70.57920,23.06,"
"
70.70482,22.54,"
"
70.82744,23.09,"
"
70.95393,22.38,"
"
71.07684,23.04,"
"
71.20215,22.60,"
"
71.32466,23.11,"
"
71.45030,22.54,"
"
71.57250,23.17,"
"
71.69798,22.56,"
"
71.82078,23.06,"
"
71.94795,22.26,"
"
72.07098,23.01,"
"
72.19656,22.55,"
"
72.31928,23.07,"
"
72.44592,22.36,"
"
72.56828,23.14,"
"
72.69399,22.52,"
"
72.81734,22.96,"
"
72.94420,22.32,"
"
73.06679,23.10,"
"
73.19260,22.51,"
"
73.31608,22.93,"
"
73.44234,22.42,"
"
73.56452,23.17,"
"
73.69038,22.50,"
"
73.81382,22.94,"
"
73.94063,22.33,"
"
74.06362,23.02,"
"
74.18924,22.54,"
"
74.31132,23.19,"
"
74.43602,22.70,"
"
74.55740,23.33,"
"
74.68286,22.57,"
"
74.80565,23.06,"
"
74.93071,22.64,"
"
75.05081,23.58,"
"
75.17468,22.86,"
"
75.29529,23.48,"
"
75.41872,22.94,"
"
75.53835,23.67,"
"
75.66249,22.81,"
"
75.78354,23.39,"
"
75.90633,23.06,"
"
76.02546,23.77,"
"
76.14854,23.01,"
"
76.26892,23.52,"
"
76.39157,23.08,"
"
76.51075,23.76,"
"
76.63380,23.01,"
"
76.75441,23.47,"
"
76.87472,23.53,"
"
76.99227,24.09,"
"
77.11342,23.37,"
"
77.23106,24.07,"
"
77.35038,23.73,"
"
77.46717,24.24,"
"
77.58747,23.54,"
"
77.70386,24.33,"
"
77.82182,24.00,"
"
77.93725,24.53,"
"
78.05574,23.89,"
"
78.16965,24.86,"
"
78.28656,24.22,"
"
78.40180,24.57,"
"
78.52044,23.87,"
"
78.63526,24.66,"
"
78.75216,24.22,"
"
78.86552,24.98,"
"
78.98334,24.03,"
"
79.09829,24.63,"
"
79.21640,23.97,"
"
79.33280,24.33,"
"
79.45206,23.74,"
"
79.56852,24.31,"
"
79.68645,24.01,"
"
79.80389,24.11,"
"
79.92498,23.38,"
"
80.04249,24.10,"
"
80.16353,23.39,"
"
80.28164,23.97,"
"
80.40431,23.08,"
"
80.52433,23.59,"
"
80.64972,22.58,"
"
80.77536,22.54,"
"
80.90374,22.05,"
"
81.02864,22.67,"
"
81.15722,22.02,"
"
81.28556,22.06,"
"
81.41899,21.22,"
"
81.55043,21.54,"
"
81.68684,20.76,"
"
81.82076,21.14,"
"
81.95660,20.84,"
"
82.08856,21.46,"
"
82.22441,20.84,"
"
82.35760,21.26,"
"
82.49358,20.82,"
"
82.62528,21.50,"
"
82.76183,20.74,"
"
82.89327,21.54,"
"
83.02755,21.09,"
"
83.15915,21.51,"
"
83.29395,21.00,"
"
83.42467,21.66,"
"
83.55811,21.22,"
"
83.68827,21.75,"
"
83.82236,21.12,"
"
83.95251,21.76,"
"
84.08524,21.33,"
"
84.21527,21.78,"
"
84.34968,21.07,"
"
84.48075,21.60,"
"
84.61663,20.84,"
"
84.75219,20.89,"
"
84.89235,20.20,"
"
85.02888,20.74,"
"
85.17084,19.95,"
"
85.31048,20.28,"
"
85.45432,19.68,"
"
85.59641,19.93,"
"
85.74174,19.48,"
"
85.88439,19.85,"
"
86.03010,19.43,"
"
86.17307,19.80,"
"
86.32007,19.26,"
"
86.46408,19.66,"
"
86.61221,19.11,"
"
86.75864,19.34,"
"
86.91246,18.41,"
"
87.06392,18.69,"
"
87.21859,18.31,"
"
87.36765,18.99,"
"
87.52151,18.40,"
"
87.67212,18.80,"
"
87.82560,18.45,"
"
87.97358,19.13,"
"
88.12600,18.58,"
"
88.27419,19.11,"
"
88.42482,18.80,"
"
88.56952,19.57,"
"
88.71911,18.93,"
"
88.86508,19.40,"
"
89.01233,19.23,"
"
89.15564,19.76,"
"
89.30292,19.22,"
"
89.44527,19.89,"
"
89.58971,19.60,"
"
89.72947,20.26,"
"
89.87348,19.66,"
"
90.01261,20.35,"
"
90.15429,19.98,"
"
90.29192,20.57,"
"
90.43319,20.04,"
"
90.57025,20.66,"
"
90.70958,20.32,"
"
90.84545,20.84,"
"
90.98591,20.16,"
"
91.12168,20.85,"
"
91.26056,20.39,"
"
91.39604,20.90,"
"
91.53570,20.27,"
"
91.67120,20.90,"
"
91.80836,20.64,"
"
91.94331,20.98,"
"
92.08218,20.39,"
"
92.21751,20.92,"
"
92.35562,20.50,"
"
92.49022,21.03,"
"
92.62880,20.43,"
"
92.76294,21.11,"
"
92.90025,20.62,"
"
93.03550,20.93,"
"
93.17489,20.31,"
"
93.31012,20.94,"
"
93.44966,20.29,"
"
93.58586,20.79,"
"
93.72543,20.29,"
"
93.86034,20.99,"
"
93.99829,20.52,"
"
94.13397,20.87,"
"
94.27214,20.49,"
"
94.40600,21.15,"
"
94.54349,20.59,"
"
94.67806,21.04,"
"
94.81539,20.62,"
"
94.94850,21.27,"
"
95.08474,20.78,"
"
95.21777,21.28,"
"
95.35379,20.82,"
"
95.48502,21.58,"
"
95.62036,20.92,"
"
95.75198,21.51,"
"
95.88555,21.20,"
"
96.01516,21.85,"
"
96.14915,21.13,"
"
96.28031,21.59,"
"
96.41370,21.23,"
"
96.54253,21.98,"
"
96.67566,21.27,"
"
96.80556,21.80,"
"
96.93828,21.33,"
"
97.06660,22.07,"
"
97.19864,21.44,"
"
97.32803,21.88,"
"
97.45900,21.62,"
"
97.58640,22.22,"
"
97.71676,21.72,"
"
97.84417,22.22,"
"
97.97445,21.73,"
"
98.10116,22.35,"
"
98.23215,21.61,"
"
98.35949,22.24,"
"
98.48871,21.91,"
"
98.61404,22.59,"
"
